"ano","sq_candidato","nome_candidato","descricao_cargo","sigla_partido","desc_sit_cand_tot","sigla_uf","total_votos","sexo","estado_civil","grau_instrucao","descricao_ocupacao","cor_raca","data_nascimento","descricao_nacionalidade"
2014,140000000945,"JOSUÉ BENGTSON","DEPUTADO FEDERAL","PTB","ELEITO POR QP","PA",122995,"MASCULINO","CASADO(A)","ENSINO FUNDAMENTAL COMPLETO","DEPUTADO","BRANCA","27/05/1944","BRASILEIRA NATA"
2014,140000001051,"JULIA MARIA GODINHO DA CRUZ MARINHO","DEPUTADO FEDERAL","PSC","ELEITO POR QP","PA",86949,"FEMININO","CASADO(A)","SUPERIOR COMPLETO","PEDAGOGO","BRANCA","11/04/1960","BRASILEIRA NATA"
2014,150000000158,"JOSÉ TARGINO MARANHÃO","SENADOR","PMDB","ELEITO","PB",647271,"MASCULINO","CASADO(A)","SUPERIOR COMPLETO","EMPRESÁRIO","BRANCA","06/09/1933","BRASILEIRA NATA"
2014,150000000173,"HUGO MOTTA WANDERLEY DA NOBREGA","DEPUTADO FEDERAL","PMDB","ELEITO POR QP","PB",123686,"MASCULINO","SOLTEIRO(A)","SUPERIOR COMPLETO","DEPUTADO","BRANCA","11/09/1989","BRASILEIRA NATA"
2014,150000000175,"MANOEL ALVES DA SILVA JUNIOR","DEPUTADO FEDERAL","PMDB","ELEITO POR MÉDIA","PB",105693,"MASCULINO","CASADO(A)","SUPERIOR COMPLETO","DEPUTADO","BRANCA","21/02/1964","BRASILEIRA NATA"
2014,150000000178,"VENEZIANO VITAL DO RÊGO SEGUNDO NETO","DEPUTADO FEDERAL","PMDB","ELEITO POR QP","PB",177680,"MASCULINO","CASADO(A)","SUPERIOR COMPLETO","ADVOGADO","BRANCA","17/07/1970","BRASILEIRA NATA"
2014,150000000194,"DAMIÃO FELICIANO DA SILVA","DEPUTADO FEDERAL","PDT","ELEITO POR MÉDIA","PB",67558,"MASCULINO","CASADO(A)","SUPERIOR COMPLETO","DEPUTADO","PRETA","28/04/1952","BRASILEIRA NATA"
2014,150000000199,"LUIZ ALBUQUERQUE COUTO","DEPUTADO FEDERAL","PT","ELEITO POR QP","PB",69922,"MASCULINO","SOLTEIRO(A)","SUPERIOR COMPLETO","DEPUTADO","BRANCA","13/02/1945","BRASILEIRA NATA"
2014,150000000207,"EFRAIM DE ARAÚJO MORAIS FILHO","DEPUTADO FEDERAL","DEM","ELEITO POR QP","PB",103477,"MASCULINO","CASADO(A)","SUPERIOR COMPLETO","ADVOGADO","BRANCA","18/03/1979","BRASILEIRA NATA"
2014,150000000473,"AGUINALDO VELLOSO BORGES RIBEIRO","DEPUTADO FEDERAL","PP","ELEITO POR QP","PB",161999,"MASCULINO","CASADO(A)","SUPERIOR COMPLETO","DEPUTADO","BRANCA","13/02/1969","BRASILEIRA NATA"
2014,150000000476,"BENJAMIN GOMES MARANHÃO NETO","DEPUTADO FEDERAL","SD","ELEITO POR MÉDIA","PB",63433,"MASCULINO","CASADO(A)","SUPERIOR COMPLETO","DEPUTADO","BRANCA","30/11/1971","BRASILEIRA NATA"
2014,150000000492,"JOSÉ WELLINGTON ROBERTO","DEPUTADO FEDERAL","PR","ELEITO POR QP","PB",104799,"MASCULINO","CASADO(A)","SUPERIOR INCOMPLETO","EMPRESÁRIO","PARDA","19/05/1959","BRASILEIRA NATA"
2014,150000000497,"RÔMULO JOSÉ DE GOUVEIA","DEPUTADO FEDERAL","PSD","ELEITO POR QP","PB",84820,"MASCULINO","CASADO(A)","SUPERIOR COMPLETO","SERVIDOR PÚBLICO ESTADUAL","BRANCA","19/03/1965","BRASILEIRA NATA"
2014,150000000506,"JOSE WILSON SANTIAGO FILHO","DEPUTADO FEDERAL","PTB","ELEITO POR QP","PB",95746,"MASCULINO","SOLTEIRO(A)","SUPERIOR COMPLETO","DEPUTADO","BRANCA","10/08/1989","BRASILEIRA NATA"
2014,150000000507,"PEDRO OLIVEIRA CUNHA LIMA","DEPUTADO FEDERAL","PSDB","ELEITO POR QP","PB",179886,"MASCULINO","SOLTEIRO(A)","SUPERIOR COMPLETO","ADVOGADO","BRANCA","15/08/1988","BRASILEIRA NATA"
2014,160000000152,"JACOB ALFREDO STOFFELS KAEFER","DEPUTADO FEDERAL","PSDB","ELEITO POR MÉDIA","PR",82554,"MASCULINO","SEPARADO(A) JUDICIALMENTE","ENSINO FUNDAMENTAL COMPLETO","INDUSTRIAL","BRANCA","07/11/1955","BRASILEIRA NATA"
2014,160000000154,"LUIZ CARLOS JORGE HAULY","DEPUTADO FEDERAL","PSDB","ELEITO POR QP","PR",86439,"MASCULINO","CASADO(A)","SUPERIOR COMPLETO","DEPUTADO","BRANCA","08/10/1950","BRASILEIRA NATA"
2014,160000000158,"VALDIR LUIZ ROSSONI","DEPUTADO FEDERAL","PSDB","ELEITO POR QP","PR",177324,"MASCULINO","CASADO(A)","SUPERIOR COMPLETO","EMPRESÁRIO","BRANCA","23/11/1952","BRASILEIRA NATA"
2014,160000000159,"MARCELO BELINATI MARTINS","DEPUTADO FEDERAL","PP","ELEITO POR QP","PR",137817,"MASCULINO","CASADO(A)","SUPERIOR COMPLETO","MÉDICO","BRANCA","22/07/1971","BRASILEIRA NATA"
2014,160000000160,"NELSON MEURER","DEPUTADO FEDERAL","PP","ELEITO POR QP","PR",106478,"MASCULINO","CASADO(A)","ENSINO FUNDAMENTAL COMPLETO","DEPUTADO","BRANCA","23/07/1942","BRASILEIRA NATA"
2014,160000000161,"DILCEU JOÃO SPERAFICO","DEPUTADO FEDERAL","PP","ELEITO POR QP","PR",151930,"MASCULINO","CASADO(A)","SUPERIOR COMPLETO","DEPUTADO","BRANCA","26/01/1948","BRASILEIRA NATA"
2014,160000000162,"RICARDO JOSÉ MAGALHÃES BARROS","DEPUTADO FEDERAL","PP","ELEITO POR QP","PR",114396,"MASCULINO","CASADO(A)","SUPERIOR COMPLETO","ENGENHEIRO","BRANCA","15/11/1959","BRASILEIRA NATA"
2014,160000000167,"EDMAR DE SOUZA ARRUDA","DEPUTADO FEDERAL","PSC","ELEITO POR MÉDIA","PR",85155,"MASCULINO","CASADO(A)","SUPERIOR COMPLETO","DEPUTADO","BRANCA","26/09/1959","BRASILEIRA NATA"
2014,160000000169,"HIDEKAZU TAKAYAMA","DEPUTADO FEDERAL","PSC","ELEITO POR QP","PR",162952,"MASCULINO","CASADO(A)","SUPERIOR INCOMPLETO","DEPUTADO","PARDA","20/04/1948","BRASILEIRA NATA"
2014,160000000179,"FERNANDO LUCIO GIACOBO","DEPUTADO FEDERAL","PR","ELEITO POR QP","PR",144305,"MASCULINO","SOLTEIRO(A)","SUPERIOR COMPLETO","DEPUTADO","BRANCA","17/12/1970","BRASILEIRA NATA"
2014,160000000181,"LUIZ HILOSHI NISHIMORI","DEPUTADO FEDERAL","PR","ELEITO POR QP","PR",106852,"MASCULINO","CASADO(A)","SUPERIOR COMPLETO","DEPUTADO","BRANCA","09/04/1949","BRASILEIRA NATA"
2014,160000000187,"EVANDRO ROGÉRIO ROMAN","DEPUTADO FEDERAL","PSD","ELEITO POR QP","PR",92042,"MASCULINO","CASADO(A)","SUPERIOR COMPLETO","PROFESSOR E INSTRUTOR DE FORMAÇÃO PROFISSIONAL","BRANCA","03/03/1973","BRASILEIRA NATA"
2014,160000000200,"FERNANDO DESTITO FRANCISCHINI","DEPUTADO FEDERAL","SD","ELEITO POR QP","PR",159569,"MASCULINO","CASADO(A)","SUPERIOR COMPLETO","DEPUTADO","BRANCA","26/03/1970","BRASILEIRA NATA"
2014,160000000206,"RUBENS BUENO","DEPUTADO FEDERAL","PPS","ELEITO POR QP","PR",95841,"MASCULINO","CASADO(A)","SUPERIOR COMPLETO","DEPUTADO","BRANCA","23/05/1948","BRASILEIRA NATA"
2014,160000000207,"SANDRO ALEX CRUZ DE OLIVEIRA","DEPUTADO FEDERAL","PPS","ELEITO POR QP","PR",116909,"MASCULINO","SOLTEIRO(A)","SUPERIOR COMPLETO","EMPRESÁRIO","BRANCA","25/11/1972","BRASILEIRA NATA"
2014,160000000383,"HERMES PARCIANELLO","DEPUTADO FEDERAL","PMDB","ELEITO POR QP","PR",150213,"MASCULINO","CASADO(A)","SUPERIOR COMPLETO","DEPUTADO","BRANCA","25/04/1958","BRASILEIRA NATA"
2014,160000000388,"JOÃO JOSÉ DE ARRUDA JUNIOR","DEPUTADO FEDERAL","PMDB","ELEITO POR QP","PR",176370,"MASCULINO","CASADO(A)","SUPERIOR COMPLETO","DEPUTADO","BRANCA","22/05/1976","BRASILEIRA NATA"
2014,160000000389,"OSMAR JOSE SERRAGLIO","DEPUTADO FEDERAL","PMDB","ELEITO POR QP","PR",117048,"MASCULINO","CASADO(A)","SUPERIOR COMPLETO","ADVOGADO","BRANCA","23/05/1948","BRASILEIRA NATA"
2014,160000000393,"SERGIO DE SOUZA","DEPUTADO FEDERAL","PMDB","ELEITO POR MÉDIA","PR",77699,"MASCULINO","CASADO(A)","SUPERIOR COMPLETO","SENADOR","BRANCA","13/03/1971","BRASILEIRA NATA"
2014,160000000449,"LEANDRE DAL PONTE","DEPUTADO FEDERAL","PV","ELEITO POR QP","PR",81181,"FEMININO","SOLTEIRO(A)","SUPERIOR COMPLETO","ENGENHEIRO","BRANCA","20/12/1975","BRASILEIRA NATA"
2014,160000000560,"ALVARO FERNANDES DIAS","SENADOR","PSDB","ELEITO","PR",4101848,"MASCULINO","CASADO(A)","SUPERIOR COMPLETO","SENADOR","BRANCA","07/12/1944","BRASILEIRA NATA"
2014,160000000608,"LEOPOLDO COSTA MEYER","DEPUTADO FEDERAL","PSB","ELEITO POR MÉDIA","PR",59974,"MASCULINO","CASADO(A)","SUPERIOR COMPLETO","DEPUTADO","BRANCA","29/11/1949","BRASILEIRA NATA"
2014,160000000619,"LUCIANO DUCCI","DEPUTADO FEDERAL","PSB","ELEITO POR QP","PR",156263,"MASCULINO","CASADO(A)","SUPERIOR COMPLETO","MÉDICO","BRANCA","23/03/1955","BRASILEIRA NATA"
2014,160000000759,"ANTONIO WANDSCHEER","DEPUTADO FEDERAL","PT","ELEITO POR MÉDIA","PR",71822,"MASCULINO","CASADO(A)","SUPERIOR COMPLETO","EMPRESÁRIO","BRANCA","31/08/1950","BRASILEIRA NATA"
2014,160000000760,"ASSIS MIGUEL DO COUTO","DEPUTADO FEDERAL","PT","ELEITO POR QP","PR",76116,"MASCULINO","CASADO(A)","ENSINO MÉDIO COMPLETO","AGRICULTOR","BRANCA","17/10/1961","BRASILEIRA NATA"
2014,160000000761,"CHRISTIANE DE SOUZA YARED","DEPUTADO FEDERAL","PTN","ELEITO POR QP","PR",200144,"FEMININO","DIVORCIADO(A)","ENSINO MÉDIO COMPLETO","EMPRESÁRIO","BRANCA","23/02/1960","BRASILEIRA NATA"
2014,160000000764,"ENIO JOSÉ VERRI","DEPUTADO FEDERAL","PT","ELEITO POR QP","PR",107508,"MASCULINO","CASADO(A)","SUPERIOR COMPLETO","DEPUTADO","BRANCA","27/03/1961","BRASILEIRA NATA"
2014,160000000768,"JOSÉ CARLOS BECKER DE OLIVEIRA E SILVA","DEPUTADO FEDERAL","PT","ELEITO POR QP","PR",155583,"MASCULINO","SOLTEIRO(A)","SUPERIOR COMPLETO","DEPUTADO","BRANCA","21/06/1978","BRASILEIRA NATA"
2014,160000000796,"ALIEL MACHADO BARK","DEPUTADO FEDERAL","PC do B","ELEITO POR QP","PR",82886,"MASCULINO","CASADO(A)","SUPERIOR INCOMPLETO","VEREADOR","BRANCA","26/02/1989","BRASILEIRA NATA"
2014,160000001136,"DIEGO ALEXSANDER GONÇALO PAULA GARCIA","DEPUTADO FEDERAL","PHS","ELEITO POR QP","PR",61063,"MASCULINO","CASADO(A)","SUPERIOR INCOMPLETO","VENDEDOR DE COMÉRCIO VAREJISTA E ATACADISTA","BRANCA","10/10/1984","BRASILEIRA NATA"
2014,160000001146,"ALEX CANZIANI SILVEIRA","DEPUTADO FEDERAL","PTB","ELEITO POR QP","PR",187475,"MASCULINO","CASADO(A)","SUPERIOR COMPLETO","DEPUTADO","BRANCA","11/06/1964","BRASILEIRA NATA"
2014,170000000026,"FERNANDO BEZERRA DE SOUZA COELHO","SENADOR","PSB","ELEITO","PE",2655912,"MASCULINO","CASADO(A)","SUPERIOR COMPLETO","ADMINISTRADOR","BRANCA","07/12/1957","BRASILEIRA NATA"
2014,170000000029,"ANDRE CARLOS ALVES DE PAULA FILHO","DEPUTADO FEDERAL","PSD","ELEITO POR QP","PE",100875,"MASCULINO","CASADO(A)","SUPERIOR COMPLETO","ADVOGADO","PARDA","22/07/1961","BRASILEIRA NATA"
2014,170000000031,"DANILO JORGE DE BARROS CABRAL","DEPUTADO FEDERAL","PSB","ELEITO POR QP","PE",113588,"MASCULINO","CASADO(A)","SUPERIOR COMPLETO","DEPUTADO","PARDA","21/04/1967","BRASILEIRA NATA"
2014,170000000032,"FRANCISCO TADEU BARBOSA DE ALENCAR","DEPUTADO FEDERAL","PSB","ELEITO POR QP","PE",102669,"MASCULINO","CASADO(A)","SUPERIOR COMPLETO","OUTROS","PARDA","08/04/1963","BRASILEIRA NATA"
2014,170000000034,"HEBERTE LAMARCK GOMES DA SILVA","DEPUTADO FEDERAL","PSDB","ELEITO POR QP","PE",97269,"MASCULINO","CASADO(A)","SUPERIOR COMPLETO","DEPUTADO","BRANCA","27/04/1975","BRASILEIRA NATA"
2014,170000000035,"JOAO FERNANDO PONTUAL COUTINHO","DEPUTADO FEDERAL","PSB","ELEITO POR QP","PE",120059,"MASCULINO","SOLTEIRO(A)","SUPERIOR COMPLETO","DEPUTADO","PARDA","22/08/1979","BRASILEIRA NATA"
2014,170000000038,"MARINALDO ROSENDO DE ALBUQUERQUE","DEPUTADO FEDERAL","PSB","ELEITO POR QP","PE",97380,"MASCULINO","CASADO(A)","ENSINO MÉDIO COMPLETO","EMPRESÁRIO","PARDA","01/11/1965","BRASILEIRA NATA"
2014,170000000041,"ANDERSON FERREIRA RODRIGUES","DEPUTADO FEDERAL","PR","ELEITO POR QP","PE",150565,"MASCULINO","CASADO(A)","SUPERIOR INCOMPLETO","DEPUTADO","BRANCA","10/12/1972","BRASILEIRA NATA"
2014,170000000043,"BRUNO CAVALCANTI DE ARAÚJO","DEPUTADO FEDERAL","PSDB","ELEITO POR QP","PE",131768,"MASCULINO","CASADO(A)","SUPERIOR COMPLETO","DEPUTADO","BRANCA","15/03/1972","BRASILEIRA NATA"
2014,170000000046,"EDUARDO HENRIQUE DA FONTE DE ALBUQUERQUE SILVA","DEPUTADO FEDERAL","PP","ELEITO POR QP","PE",283567,"MASCULINO","DIVORCIADO(A)","ENSINO MÉDIO COMPLETO","DEPUTADO","BRANCA","17/10/1972","BRASILEIRA NATA"
2014,170000000047,"FELIPE AUGUSTO LYRA CARRERAS","DEPUTADO FEDERAL","PSB","ELEITO POR QP","PE",187348,"MASCULINO","CASADO(A)","ENSINO MÉDIO COMPLETO","EMPRESÁRIO","PARDA","16/04/1975","BRASILEIRA NATA"
2014,170000000051,"JARBAS DE ANDRADE VASCONCELOS","DEPUTADO FEDERAL","PMDB","ELEITO POR QP","PE",227470,"MASCULINO","DIVORCIADO(A)","SUPERIOR COMPLETO","SENADOR","BRANCA","23/08/1942","BRASILEIRA NATA"
2014,170000000052,"LUCIANA BARBOSA DE OLIVEIRA SANTOS","DEPUTADO FEDERAL","PC do B","ELEITO POR MÉDIA","PE",85053,"FEMININO","CASADO(A)","SUPERIOR COMPLETO","DEPUTADO","PARDA","29/12/1965","BRASILEIRA NATA"
2014,170000000057,"DANIEL PIRES COELHO","DEPUTADO FEDERAL","PSDB","ELEITO POR QP","PE",138825,"MASCULINO","CASADO(A)","SUPERIOR COMPLETO","EMPRESÁRIO","BRANCA","04/11/1978","BRASILEIRA NATA"
2014,170000000061,"SEBASTIAO IGNACIO DE OLIVEIRA JUNIOR","DEPUTADO FEDERAL","PR","ELEITO POR QP","PE",115926,"MASCULINO","SOLTEIRO(A)","SUPERIOR COMPLETO","DEPUTADO","PARDA","31/08/1968","BRASILEIRA NATA"
2014,170000000068,"FERNANDO BEZERRA DE SOUZA COELHO FILHO","DEPUTADO FEDERAL","PSB","ELEITO POR QP","PE",112684,"MASCULINO","CASADO(A)","SUPERIOR COMPLETO","DEPUTADO","BRANCA","28/02/1984","BRASILEIRA NATA"
2014,170000000070,"FRANCISCO EURICO DA SILVA","DEPUTADO FEDERAL","PSB","ELEITO POR QP","PE",233762,"MASCULINO","CASADO(A)","ENSINO MÉDIO COMPLETO","OUTROS","PARDA","12/09/1962","BRASILEIRA NATA"
2014,170000000071,"LUIZ GONZAGA PATRIOTA","DEPUTADO FEDERAL","PSB","ELEITO POR QP","PE",101452,"MASCULINO","CASADO(A)","SUPERIOR COMPLETO","OUTROS","PARDA","26/04/1946","BRASILEIRA NATA"
2014,170000000076,"JOSÉ MENDONÇA BEZERRA FILHO","DEPUTADO FEDERAL","DEM","ELEITO POR MÉDIA","PE",88250,"MASCULINO","CASADO(A)","SUPERIOR COMPLETO","DEPUTADO","BRANCA","12/07/1966","BRASILEIRA NATA"
2014,170000000531,"KAIO CÉSAR DE MOURA MANIÇOBA NOVAES FERRAZ","DEPUTADO FEDERAL","PHS","ELEITO POR QP","PE",28585,"MASCULINO","SOLTEIRO(A)","SUPERIOR INCOMPLETO","OUTROS","BRANCA","14/11/1983","BRASILEIRA NATA"
2014,170000000603,"JORGE WICKS CÔRTE REAL","DEPUTADO FEDERAL","PTB","ELEITO POR QP","PE",86023,"MASCULINO","CASADO(A)","SUPERIOR COMPLETO","OUTROS","BRANCA","09/05/1951","BRASILEIRA (NATURALIZADA)"
2014,170000000616,"WOLNEY QUEIROZ MACIEL","DEPUTADO FEDERAL","PDT","ELEITO POR QP","PE",86739,"MASCULINO","CASADO(A)","SUPERIOR INCOMPLETO","EMPRESÁRIO","PARDA","12/12/1972","BRASILEIRA NATA"
2014,170000000628,"SILVIO SERAFIM COSTA","DEPUTADO FEDERAL","PSC","ELEITO POR QP","PE",103461,"MASCULINO","CASADO(A)","SUPERIOR COMPLETO","OUTROS","BRANCA","23/12/1956","BRASILEIRA NATA"
2014,170000000643,"JOSE CAVALCANTI ALVES JUNIOR","DEPUTADO FEDERAL","PTB","ELEITO POR QP","PE",97057,"MASCULINO","CASADO(A)","SUPERIOR COMPLETO","MÉDICO","BRANCA","21/07/1966","BRASILEIRA NATA"
2014,170000000669,"RICARDO TEOBALDO CAVALCANTI","DEPUTADO FEDERAL","PTB","ELEITO POR QP","PE",92262,"MASCULINO","CASADO(A)","ENSINO MÉDIO COMPLETO","EMPRESÁRIO","BRANCA","18/10/1965","BRASILEIRA NATA"
2014,170000000679,"ADALBERTO CAVALCANTI RODRIGUES","DEPUTADO FEDERAL","PTB","ELEITO POR QP","PE",99912,"MASCULINO","SOLTEIRO(A)","SUPERIOR COMPLETO","SERVIDOR PÚBLICO ESTADUAL","BRANCA","10/02/1958","BRASILEIRA NATA"
2014,180000000049,"MARCELO COSTA E CASTRO","DEPUTADO FEDERAL","PMDB","ELEITO POR QP","PI",111132,"MASCULINO","CASADO(A)","SUPERIOR COMPLETO","DEPUTADO","BRANCA","09/06/1950","BRASILEIRA NATA"
2014,180000000054,"JULIO CESAR DE CARVALHO LIMA","DEPUTADO FEDERAL","PSD","ELEITO POR QP","PI",99750,"MASCULINO","CASADO(A)","SUPERIOR COMPLETO","DEPUTADO","BRANCA","25/08/1948","BRASILEIRA NATA"
2014,180000000061,"ATILA FREITAS LIRA","DEPUTADO FEDERAL","PSB","ELEITO POR QP","PI",129276,"MASCULINO","CASADO(A)","SUPERIOR COMPLETO","ECONOMISTA","BRANCA","07/04/1947","BRASILEIRA NATA"
2014,180000000062,"HERACLITO DE SOUSA FORTES","DEPUTADO FEDERAL","PSB","ELEITO POR QP","PI",90898,"MASCULINO","CASADO(A)","SUPERIOR INCOMPLETO","SERVIDOR PÚBLICO CIVIL APOSENTADO","BRANCA","01/08/1950","BRASILEIRA NATA"
2014,180000000064,"RODRIGO RODRIGUES DE SOUZA MARTINS","DEPUTADO FEDERAL","PSB","ELEITO POR QP","PI",92349,"MASCULINO","CASADO(A)","SUPERIOR COMPLETO","ODONTÓLOGO","BRANCA","02/08/1982","BRASILEIRA NATA"
2014,180000000214,"FRANCISCO DE ASSIS CARVALHO GONÇALVES","DEPUTADO FEDERAL","PT","ELEITO POR QP","PI",94093,"MASCULINO","CASADO(A)","SUPERIOR COMPLETO","DEPUTADO","BRANCA","09/09/1961","BRASILEIRA NATA"
2014,180000000221,"REJANE RIBEIRO SOUSA DIAS","DEPUTADO FEDERAL","PT","ELEITO POR QP","PI",134157,"FEMININO","CASADO(A)","SUPERIOR COMPLETO","DEPUTADO","PARDA","04/09/1972","BRASILEIRA NATA"
2014,180000000238,"ELMANO FÉRRER DE ALMEIDA","SENADOR","PTB","ELEITO","PI",981219,"MASCULINO","CASADO(A)","SUPERIOR COMPLETO","ADVOGADO","BRANCA","01/08/1942","BRASILEIRA NATA"
2014,180000000241,"FÁBIO ABREU COSTA","DEPUTADO FEDERAL","PTB","ELEITO POR MÉDIA","PI",80839,"MASCULINO","CASADO(A)","SUPERIOR COMPLETO","POLICIAL MILITAR","PRETA","31/12/1972","BRASILEIRA NATA"
2014,180000000242,"JOSÉ FRANCISCO PAES LANDIM","DEPUTADO FEDERAL","PTB","ELEITO POR QP","PI",82549,"MASCULINO","SOLTEIRO(A)","SUPERIOR COMPLETO","DEPUTADO","BRANCA","23/03/1937","BRASILEIRA NATA"
2014,180000000261,"IRACEMA MARIA PORTELLA NUNES NOGUEIRA LIMA","DEPUTADO FEDERAL","PP","ELEITO POR QP","PI",121121,"FEMININO","CASADO(A)","SUPERIOR COMPLETO","DEPUTADO","BRANCA","23/04/1966","BRASILEIRA NATA"
2014,190000000390,"AUREO LIDIO MOREIRA RIBEIRO","DEPUTADO FEDERAL","SD","ELEITO POR QP","RJ",58117,"MASCULINO","CASADO(A)","ENSINO MÉDIO COMPLETO","DEPUTADO","BRANCA","17/02/1979","BRASILEIRA NATA"
2014,190000000395,"EZEQUIEL CORTAZ TEIXEIRA","DEPUTADO FEDERAL","SD","ELEITO POR QP","RJ",35701,"MASCULINO","CASADO(A)","SUPERIOR COMPLETO","ADVOGADO","PARDA","25/02/1955","BRASILEIRA NATA"
2014,190000000414,"FRANCISCO RODRIGUES DE ALENCAR FILHO","DEPUTADO FEDERAL","PSOL","ELEITO POR QP","RJ",195964,"MASCULINO","DIVORCIADO(A)","SUPERIOR COMPLETO","PROFESSOR DE ENSINO SUPERIOR","BRANCA","19/10/1949","BRASILEIRA NATA"
2014,190000000415,"JEAN WYLLYS DE MATOS SANTOS","DEPUTADO FEDERAL","PSOL","ELEITO POR QP","RJ",144770,"MASCULINO","SOLTEIRO(A)","SUPERIOR COMPLETO","JORNALISTA E REDATOR","PRETA","10/03/1974","BRASILEIRA NATA"
2014,190000000491,"BENEVENUTO DACIOLO FONSECA DOS SANTOS","DEPUTADO FEDERAL","PSOL","ELEITO POR QP","RJ",49831,"MASCULINO","CASADO(A)","SUPERIOR COMPLETO","BOMBEIRO MILITAR","PARDA","30/03/1976","BRASILEIRA NATA"
2014,190000000595,"FABIANO TAQUES HORTA","DEPUTADO FEDERAL","PT","ELEITO POR MÉDIA","RJ",37989,"MASCULINO","CASADO(A)","SUPERIOR COMPLETO","VEREADOR","BRANCA","25/08/1974","BRASILEIRA NATA"
2014,190000000601,"FRANCISCO JOSÉ D'ANGELO PINTO","DEPUTADO FEDERAL","PT","ELEITO POR QP","RJ",52809,"MASCULINO","DIVORCIADO(A)","SUPERIOR COMPLETO","MÉDICO","BRANCA","11/02/1953","BRASILEIRA NATA"
2014,190000000602,"LUIZ SERGIO NÓBREGA DE OLIVEIRA","DEPUTADO FEDERAL","PT","ELEITO POR QP","RJ",48903,"MASCULINO","CASADO(A)","SUPERIOR COMPLETO","DEPUTADO","BRANCA","09/04/1958","BRASILEIRA NATA"
2014,190000000614,"ALESSANDRO LUCCIOLA MOLON","DEPUTADO FEDERAL","PT","ELEITO POR QP","RJ",87003,"MASCULINO","CASADO(A)","SUPERIOR COMPLETO","ADVOGADO","BRANCA","28/10/1971","BRASILEIRA NATA"
2014,190000000624,"BENEDITA SOUZA DA SILVA SAMPAIO","DEPUTADO FEDERAL","PT","ELEITO POR MÉDIA","RJ",48163,"FEMININO","CASADO(A)","SUPERIOR COMPLETO","ASSISTENTE SOCIAL","PRETA","26/04/1942","BRASILEIRA NATA"
2014,190000000637,"JANDIRA FEGHALI","DEPUTADO FEDERAL","PC do B","ELEITO POR QP","RJ",68531,"FEMININO","CASADO(A)","SUPERIOR COMPLETO","DEPUTADO","BRANCA","17/05/1957","BRASILEIRA NATA"
2014,190000000663,"GLAUBER DE MEDEIROS BRAGA","DEPUTADO FEDERAL","PSB","ELEITO POR QP","RJ",82236,"MASCULINO","SOLTEIRO(A)","SUPERIOR COMPLETO","ADVOGADO","BRANCA","26/06/1982","BRASILEIRA NATA"
2014,190000000675,"ROMÁRIO DE SOUZA FARIA","SENADOR","PSB","ELEITO","RJ",4683963,"MASCULINO","SEPARADO(A) JUDICIALMENTE","SUPERIOR INCOMPLETO","DEPUTADO","PARDA","29/01/1966","BRASILEIRA NATA"
2014,190000000893,"OTAVIO SANTOS SILVA LEITE","DEPUTADO FEDERAL","PSDB","ELEITO POR QP","RJ",106398,"MASCULINO","CASADO(A)","SUPERIOR COMPLETO","DEPUTADO","BRANCA","29/07/1961","BRASILEIRA NATA"
2014,190000001114,"RODRIGO FELINTO IBARRA EPITÁCIO MAIA","DEPUTADO FEDERAL","DEM","ELEITO POR QP","RJ",53167,"MASCULINO","CASADO(A)","SUPERIOR INCOMPLETO","DEPUTADO","BRANCA","12/06/1970","BRASILEIRA NATA"
2014,190000001411,"ROSANGELA DE SOUZA GOMES","DEPUTADO FEDERAL","PRB","ELEITO POR QP","RJ",101686,"FEMININO","SOLTEIRO(A)","SUPERIOR COMPLETO","DEPUTADO","PRETA","27/12/1966","BRASILEIRA NATA"
2014,190000001418,"LEONARDO CARNEIRO MONTEIRO PICCIANI","DEPUTADO FEDERAL","PMDB","ELEITO POR QP","RJ",180741,"MASCULINO","DIVORCIADO(A)","SUPERIOR COMPLETO","DEPUTADO","BRANCA","06/11/1979","BRASILEIRA NATA"
2014,190000001421,"EDUARDO COSENTINO DA CUNHA","DEPUTADO FEDERAL","PMDB","ELEITO POR QP","RJ",232708,"MASCULINO","DIVORCIADO(A)","SUPERIOR COMPLETO","DEPUTADO","BRANCA","29/09/1958","BRASILEIRA NATA"
2014,190000001426,"FERNANDO ANTONIO CECILIANO JORDÃO","DEPUTADO FEDERAL","PMDB","ELEITO POR MÉDIA","RJ",47188,"MASCULINO","CASADO(A)","SUPERIOR COMPLETO","DEPUTADO","BRANCA","23/06/1952","BRASILEIRA NATA"
2014,190000001428,"PEDRO PAULO CARVALHO TEIXEIRA","DEPUTADO FEDERAL","PMDB","ELEITO POR QP","RJ",162403,"MASCULINO","DIVORCIADO(A)","SUPERIOR COMPLETO","DEPUTADO","BRANCA","29/06/1972","BRASILEIRA NATA"
2014,190000001434,"SORAYA ALENCAR DOS SANTOS","DEPUTADO FEDERAL","PMDB","ELEITO POR MÉDIA","RJ",48204,"FEMININO","CASADO(A)","SUPERIOR COMPLETO","ADVOGADO","BRANCA","04/12/1958","BRASILEIRA NATA"
2014,190000001436,"CELSO PANSERA","DEPUTADO FEDERAL","PMDB","ELEITO POR QP","RJ",58534,"MASCULINO","DIVORCIADO(A)","SUPERIOR COMPLETO","PROFESSOR DE ENSINO SUPERIOR","BRANCA","10/10/1963","BRASILEIRA NATA"
