"Tabela 3175 - População residente, por cor ou raça, segundo a situação do domicílio, o sexo e a idade"
"Variável - População residente (Pessoas)"
"Unidade da Federação";"Sexo";"Idade";"Ano";"Cor ou raça";"Situação do domicílio";""
"Pará";"Homens";"35 a 39 anos";"2010";"Indígena";"Rural";"726"
"Pará";"Homens";"35 a 39 anos";"2010";"Sem declaração";"Urbana";"1"
"Pará";"Homens";"35 a 39 anos";"2010";"Sem declaração";"Rural";"17"
"Pará";"Homens";"40 a 44 anos";"2010";"Branca";"Urbana";"35325"
"Pará";"Homens";"40 a 44 anos";"2010";"Branca";"Rural";"11784"
"Pará";"Homens";"40 a 44 anos";"2010";"Preta";"Urbana";"15353"
"Pará";"Homens";"40 a 44 anos";"2010";"Preta";"Rural";"6895"
"Pará";"Homens";"40 a 44 anos";"2010";"Amarela";"Urbana";"1274"
"Pará";"Homens";"40 a 44 anos";"2010";"Amarela";"Rural";"578"
"Pará";"Homens";"40 a 44 anos";"2010";"Parda";"Urbana";"100406"
"Pará";"Homens";"40 a 44 anos";"2010";"Parda";"Rural";"48601"
"Pará";"Homens";"40 a 44 anos";"2010";"Indígena";"Urbana";"346"
"Pará";"Homens";"40 a 44 anos";"2010";"Indígena";"Rural";"560"
"Pará";"Homens";"40 a 44 anos";"2010";"Sem declaração";"Urbana";"9"
"Pará";"Homens";"40 a 44 anos";"2010";"Sem declaração";"Rural";"10"
"Pará";"Homens";"45 a 49 anos";"2010";"Branca";"Urbana";"29842"
"Pará";"Homens";"45 a 49 anos";"2010";"Branca";"Rural";"9285"
"Pará";"Homens";"45 a 49 anos";"2010";"Preta";"Urbana";"12493"
"Pará";"Homens";"45 a 49 anos";"2010";"Preta";"Rural";"5772"
"Pará";"Homens";"45 a 49 anos";"2010";"Amarela";"Urbana";"927"
"Pará";"Homens";"45 a 49 anos";"2010";"Amarela";"Rural";"448"
"Pará";"Homens";"45 a 49 anos";"2010";"Parda";"Urbana";"80699"
"Pará";"Homens";"45 a 49 anos";"2010";"Parda";"Rural";"39717"
"Pará";"Homens";"45 a 49 anos";"2010";"Indígena";"Urbana";"244"
"Pará";"Homens";"45 a 49 anos";"2010";"Indígena";"Rural";"399"
"Pará";"Homens";"45 a 49 anos";"2010";"Sem declaração";"Urbana";"5"
"Pará";"Homens";"45 a 49 anos";"2010";"Sem declaração";"Rural";"9"
"Pará";"Homens";"50 a 54 anos";"2010";"Branca";"Urbana";"24253"
"Pará";"Homens";"50 a 54 anos";"2010";"Branca";"Rural";"8231"
"Pará";"Homens";"50 a 54 anos";"2010";"Preta";"Urbana";"10623"
"Pará";"Homens";"50 a 54 anos";"2010";"Preta";"Rural";"5009"
"Pará";"Homens";"50 a 54 anos";"2010";"Amarela";"Urbana";"743"
"Pará";"Homens";"50 a 54 anos";"2010";"Amarela";"Rural";"366"
"Pará";"Homens";"50 a 54 anos";"2010";"Parda";"Urbana";"65824"
"Pará";"Homens";"50 a 54 anos";"2010";"Parda";"Rural";"33103"
"Pará";"Homens";"50 a 54 anos";"2010";"Indígena";"Urbana";"244"
"Pará";"Homens";"50 a 54 anos";"2010";"Indígena";"Rural";"307"
"Pará";"Homens";"50 a 54 anos";"2010";"Sem declaração";"Urbana";"1"
"Pará";"Homens";"50 a 54 anos";"2010";"Sem declaração";"Rural";"2"
"Pará";"Homens";"55 a 59 anos";"2010";"Branca";"Urbana";"18835"
"Pará";"Homens";"55 a 59 anos";"2010";"Branca";"Rural";"6627"
"Pará";"Homens";"55 a 59 anos";"2010";"Preta";"Urbana";"7745"
"Pará";"Homens";"55 a 59 anos";"2010";"Preta";"Rural";"4186"
"Pará";"Homens";"55 a 59 anos";"2010";"Amarela";"Urbana";"614"
"Pará";"Homens";"55 a 59 anos";"2010";"Amarela";"Rural";"329"
"Pará";"Homens";"55 a 59 anos";"2010";"Parda";"Urbana";"50340"
"Pará";"Homens";"55 a 59 anos";"2010";"Parda";"Rural";"28093"
"Pará";"Homens";"55 a 59 anos";"2010";"Indígena";"Urbana";"207"
"Pará";"Homens";"55 a 59 anos";"2010";"Indígena";"Rural";"279"
"Pará";"Homens";"55 a 59 anos";"2010";"Sem declaração";"Urbana";"2"
"Pará";"Homens";"55 a 59 anos";"2010";"Sem declaração";"Rural";"-"
"Pará";"Homens";"60 a 69 anos";"2010";"Branca";"Urbana";"25449"
"Pará";"Homens";"60 a 69 anos";"2010";"Branca";"Rural";"9550"
"Pará";"Homens";"60 a 69 anos";"2010";"Preta";"Urbana";"9906"
"Pará";"Homens";"60 a 69 anos";"2010";"Preta";"Rural";"5843"
"Pará";"Homens";"60 a 69 anos";"2010";"Amarela";"Urbana";"944"
"Pará";"Homens";"60 a 69 anos";"2010";"Amarela";"Rural";"454"
"Pará";"Homens";"60 a 69 anos";"2010";"Parda";"Urbana";"63847"
"Pará";"Homens";"60 a 69 anos";"2010";"Parda";"Rural";"38355"
"Pará";"Homens";"60 a 69 anos";"2010";"Indígena";"Urbana";"271"
"Pará";"Homens";"60 a 69 anos";"2010";"Indígena";"Rural";"474"
"Pará";"Homens";"60 a 69 anos";"2010";"Sem declaração";"Urbana";"3"
"Pará";"Homens";"60 a 69 anos";"2010";"Sem declaração";"Rural";"2"
"Pará";"Homens";"70 anos ou mais";"2010";"Branca";"Urbana";"19572"
"Pará";"Homens";"70 anos ou mais";"2010";"Branca";"Rural";"6467"
"Pará";"Homens";"70 anos ou mais";"2010";"Preta";"Urbana";"7182"
"Pará";"Homens";"70 anos ou mais";"2010";"Preta";"Rural";"3372"
"Pará";"Homens";"70 anos ou mais";"2010";"Amarela";"Urbana";"789"
"Pará";"Homens";"70 anos ou mais";"2010";"Amarela";"Rural";"292"
"Pará";"Homens";"70 anos ou mais";"2010";"Parda";"Urbana";"44519"
"Pará";"Homens";"70 anos ou mais";"2010";"Parda";"Rural";"23407"
"Pará";"Homens";"70 anos ou mais";"2010";"Indígena";"Urbana";"189"
"Pará";"Homens";"70 anos ou mais";"2010";"Indígena";"Rural";"379"
"Pará";"Homens";"70 anos ou mais";"2010";"Sem declaração";"Urbana";"-"
"Pará";"Homens";"70 anos ou mais";"2010";"Sem declaração";"Rural";"-"
"Pará";"Mulheres";"0 a 4 anos";"2010";"Branca";"Urbana";"64611"
"Pará";"Mulheres";"0 a 4 anos";"2010";"Branca";"Rural";"26120"
"Pará";"Mulheres";"0 a 4 anos";"2010";"Preta";"Urbana";"8763"
"Pará";"Mulheres";"0 a 4 anos";"2010";"Preta";"Rural";"6014"
"Pará";"Mulheres";"0 a 4 anos";"2010";"Amarela";"Urbana";"1789"
"Pará";"Mulheres";"0 a 4 anos";"2010";"Amarela";"Rural";"899"
"Pará";"Mulheres";"0 a 4 anos";"2010";"Parda";"Urbana";"151981"
"Pará";"Mulheres";"0 a 4 anos";"2010";"Parda";"Rural";"98092"
"Pará";"Mulheres";"0 a 4 anos";"2010";"Indígena";"Urbana";"330"
"Pará";"Mulheres";"0 a 4 anos";"2010";"Indígena";"Rural";"2637"
"Pará";"Mulheres";"0 a 4 anos";"2010";"Sem declaração";"Urbana";"3"
"Pará";"Mulheres";"0 a 4 anos";"2010";"Sem declaração";"Rural";"-"
"Pará";"Mulheres";"5 a 9 anos";"2010";"Branca";"Urbana";"60378"
"Pará";"Mulheres";"5 a 9 anos";"2010";"Branca";"Rural";"23778"
"Pará";"Mulheres";"5 a 9 anos";"2010";"Preta";"Urbana";"12076"
"Pará";"Mulheres";"5 a 9 anos";"2010";"Preta";"Rural";"7301"
"Pará";"Mulheres";"5 a 9 anos";"2010";"Amarela";"Urbana";"2190"
"Pará";"Mulheres";"5 a 9 anos";"2010";"Amarela";"Rural";"954"
"Pará";"Mulheres";"5 a 9 anos";"2010";"Parda";"Urbana";"167329"
"Pará";"Mulheres";"5 a 9 anos";"2010";"Parda";"Rural";"107036"
"Pará";"Mulheres";"5 a 9 anos";"2010";"Indígena";"Urbana";"387"
"Pará";"Mulheres";"5 a 9 anos";"2010";"Indígena";"Rural";"2294"
"Pará";"Mulheres";"5 a 9 anos";"2010";"Sem declaração";"Urbana";"4"
"Pará";"Mulheres";"5 a 9 anos";"2010";"Sem declaração";"Rural";"-"
"Pará";"Mulheres";"10 a 14 anos";"2010";"Branca";"Urbana";"61519"
"Pará";"Mulheres";"10 a 14 anos";"2010";"Branca";"Rural";"23453"
"Pará";"Mulheres";"10 a 14 anos";"2010";"Preta";"Urbana";"15364"
"Pará";"Mulheres";"10 a 14 anos";"2010";"Preta";"Rural";"8010"
"Pará";"Mulheres";"10 a 14 anos";"2010";"Amarela";"Urbana";"2525"
"Pará";"Mulheres";"10 a 14 anos";"2010";"Amarela";"Rural";"1028"
"Pará";"Mulheres";"10 a 14 anos";"2010";"Parda";"Urbana";"187649"
"Pará";"Mulheres";"10 a 14 anos";"2010";"Parda";"Rural";"108668"
"Pará";"Mulheres";"10 a 14 anos";"2010";"Indígena";"Urbana";"469"
"Pará";"Mulheres";"10 a 14 anos";"2010";"Indígena";"Rural";"1931"
"Pará";"Mulheres";"10 a 14 anos";"2010";"Sem declaração";"Urbana";"5"
"Pará";"Mulheres";"10 a 14 anos";"2010";"Sem declaração";"Rural";"-"
"Pará";"Mulheres";"15 a 19 anos";"2010";"Branca";"Urbana";"62588"
"Pará";"Mulheres";"15 a 19 anos";"2010";"Branca";"Rural";"20032"
"Pará";"Mulheres";"15 a 19 anos";"2010";"Preta";"Urbana";"16680"
"Pará";"Mulheres";"15 a 19 anos";"2010";"Preta";"Rural";"6837"
"Pará";"Mulheres";"15 a 19 anos";"2010";"Amarela";"Urbana";"3314"
"Pará";"Mulheres";"15 a 19 anos";"2010";"Amarela";"Rural";"980"
"Pará";"Mulheres";"15 a 19 anos";"2010";"Parda";"Urbana";"189479"
"Pará";"Mulheres";"15 a 19 anos";"2010";"Parda";"Rural";"88302"
"Pará";"Mulheres";"15 a 19 anos";"2010";"Indígena";"Urbana";"508"
"Pará";"Mulheres";"15 a 19 anos";"2010";"Indígena";"Rural";"1478"
"Pará";"Mulheres";"15 a 19 anos";"2010";"Sem declaração";"Urbana";"4"
"Pará";"Mulheres";"15 a 19 anos";"2010";"Sem declaração";"Rural";"-"
"Pará";"Mulheres";"20 a 24 anos";"2010";"Branca";"Urbana";"62887"
"Pará";"Mulheres";"20 a 24 anos";"2010";"Branca";"Rural";"17701"
"Pará";"Mulheres";"20 a 24 anos";"2010";"Preta";"Urbana";"18059"
"Pará";"Mulheres";"20 a 24 anos";"2010";"Preta";"Rural";"6800"
"Pará";"Mulheres";"20 a 24 anos";"2010";"Amarela";"Urbana";"3605"
"Pará";"Mulheres";"20 a 24 anos";"2010";"Amarela";"Rural";"997"
"Pará";"Mulheres";"20 a 24 anos";"2010";"Parda";"Urbana";"185435"
"Pará";"Mulheres";"20 a 24 anos";"2010";"Parda";"Rural";"76249"
"Pará";"Mulheres";"20 a 24 anos";"2010";"Indígena";"Urbana";"452"
"Pará";"Mulheres";"20 a 24 anos";"2010";"Indígena";"Rural";"1273"
"Pará";"Mulheres";"20 a 24 anos";"2010";"Sem declaração";"Urbana";"4"
"Pará";"Mulheres";"20 a 24 anos";"2010";"Sem declaração";"Rural";"-"
"Pará";"Mulheres";"25 a 29 anos";"2010";"Branca";"Urbana";"61833"
"Pará";"Mulheres";"25 a 29 anos";"2010";"Branca";"Rural";"15937"
"Pará";"Mulheres";"25 a 29 anos";"2010";"Preta";"Urbana";"18229"
"Pará";"Mulheres";"25 a 29 anos";"2010";"Preta";"Rural";"6320"
"Pará";"Mulheres";"25 a 29 anos";"2010";"Amarela";"Urbana";"3361"
"Pará";"Mulheres";"25 a 29 anos";"2010";"Amarela";"Rural";"937"
"Pará";"Mulheres";"25 a 29 anos";"2010";"Parda";"Urbana";"177750"
"Pará";"Mulheres";"25 a 29 anos";"2010";"Parda";"Rural";"68918"
"Pará";"Mulheres";"25 a 29 anos";"2010";"Indígena";"Urbana";"436"
"Pará";"Mulheres";"25 a 29 anos";"2010";"Indígena";"Rural";"993"
"Pará";"Mulheres";"25 a 29 anos";"2010";"Sem declaração";"Urbana";"3"
"Pará";"Mulheres";"25 a 29 anos";"2010";"Sem declaração";"Rural";"-"
"Pará";"Mulheres";"30 a 34 anos";"2010";"Branca";"Urbana";"55052"
"Pará";"Mulheres";"30 a 34 anos";"2010";"Branca";"Rural";"13870"
"Pará";"Mulheres";"30 a 34 anos";"2010";"Preta";"Urbana";"16070"
"Pará";"Mulheres";"30 a 34 anos";"2010";"Preta";"Rural";"5683"
"Pará";"Mulheres";"30 a 34 anos";"2010";"Amarela";"Urbana";"2727"
"Pará";"Mulheres";"30 a 34 anos";"2010";"Amarela";"Rural";"838"
"Pará";"Mulheres";"30 a 34 anos";"2010";"Parda";"Urbana";"154394"
"Pará";"Mulheres";"30 a 34 anos";"2010";"Parda";"Rural";"57353"
"Pará";"Mulheres";"30 a 34 anos";"2010";"Indígena";"Urbana";"441"
"Pará";"Mulheres";"30 a 34 anos";"2010";"Indígena";"Rural";"823"
"Pará";"Mulheres";"30 a 34 anos";"2010";"Sem declaração";"Urbana";"2"
"Pará";"Mulheres";"30 a 34 anos";"2010";"Sem declaração";"Rural";"-"
"Pará";"Mulheres";"35 a 39 anos";"2010";"Branca";"Urbana";"47243"
"Pará";"Mulheres";"35 a 39 anos";"2010";"Branca";"Rural";"11194"
"Pará";"Mulheres";"35 a 39 anos";"2010";"Preta";"Urbana";"13033"
"Pará";"Mulheres";"35 a 39 anos";"2010";"Preta";"Rural";"4617"
"Pará";"Mulheres";"35 a 39 anos";"2010";"Amarela";"Urbana";"2196"
"Pará";"Mulheres";"35 a 39 anos";"2010";"Amarela";"Rural";"653"
"Pará";"Mulheres";"35 a 39 anos";"2010";"Parda";"Urbana";"127616"
"Pará";"Mulheres";"35 a 39 anos";"2010";"Parda";"Rural";"47442"
"Pará";"Mulheres";"35 a 39 anos";"2010";"Indígena";"Urbana";"402"
"Pará";"Mulheres";"35 a 39 anos";"2010";"Indígena";"Rural";"612"
"Pará";"Mulheres";"35 a 39 anos";"2010";"Sem declaração";"Urbana";"3"
"Pará";"Mulheres";"35 a 39 anos";"2010";"Sem declaração";"Rural";"-"
"Pará";"Mulheres";"40 a 44 anos";"2010";"Branca";"Urbana";"40485"
"Pará";"Mulheres";"40 a 44 anos";"2010";"Branca";"Rural";"9239"
"Pará";"Mulheres";"40 a 44 anos";"2010";"Preta";"Urbana";"11640"
"Pará";"Mulheres";"40 a 44 anos";"2010";"Preta";"Rural";"3947"
"Pará";"Mulheres";"40 a 44 anos";"2010";"Amarela";"Urbana";"1635"
"Pará";"Mulheres";"40 a 44 anos";"2010";"Amarela";"Rural";"477"
"Pará";"Mulheres";"40 a 44 anos";"2010";"Parda";"Urbana";"106713"
"Pará";"Mulheres";"40 a 44 anos";"2010";"Parda";"Rural";"38715"
"Pará";"Mulheres";"40 a 44 anos";"2010";"Indígena";"Urbana";"333"
"Pará";"Mulheres";"40 a 44 anos";"2010";"Indígena";"Rural";"489"
"Pará";"Mulheres";"40 a 44 anos";"2010";"Sem declaração";"Urbana";"10"
"Pará";"Mulheres";"40 a 44 anos";"2010";"Sem declaração";"Rural";"-"
"Pará";"Mulheres";"45 a 49 anos";"2010";"Branca";"Urbana";"33446"
"Pará";"Mulheres";"45 a 49 anos";"2010";"Branca";"Rural";"7480"
"Pará";"Mulheres";"45 a 49 anos";"2010";"Preta";"Urbana";"9555"
"Pará";"Mulheres";"45 a 49 anos";"2010";"Preta";"Rural";"3411"
"Pará";"Mulheres";"45 a 49 anos";"2010";"Amarela";"Urbana";"1283"
"Pará";"Mulheres";"45 a 49 anos";"2010";"Amarela";"Rural";"369"
"Pará";"Mulheres";"45 a 49 anos";"2010";"Parda";"Urbana";"86188"
"Pará";"Mulheres";"45 a 49 anos";"2010";"Parda";"Rural";"31764"
"Pará";"Mulheres";"45 a 49 anos";"2010";"Indígena";"Urbana";"308"
"Pará";"Mulheres";"45 a 49 anos";"2010";"Indígena";"Rural";"347"
"Pará";"Mulheres";"45 a 49 anos";"2010";"Sem declaração";"Urbana";"6"
"Pará";"Mulheres";"45 a 49 anos";"2010";"Sem declaração";"Rural";"-"
"Pará";"Mulheres";"50 a 54 anos";"2010";"Branca";"Urbana";"27504"
"Pará";"Mulheres";"50 a 54 anos";"2010";"Branca";"Rural";"6451"
"Pará";"Mulheres";"50 a 54 anos";"2010";"Preta";"Urbana";"8216"
"Pará";"Mulheres";"50 a 54 anos";"2010";"Preta";"Rural";"2962"
"Pará";"Mulheres";"50 a 54 anos";"2010";"Amarela";"Urbana";"953"
"Pará";"Mulheres";"50 a 54 anos";"2010";"Amarela";"Rural";"301"
"Pará";"Mulheres";"50 a 54 anos";"2010";"Parda";"Urbana";"71770"
"Pará";"Mulheres";"50 a 54 anos";"2010";"Parda";"Rural";"26811"
"Pará";"Mulheres";"50 a 54 anos";"2010";"Indígena";"Urbana";"253"
"Pará";"Mulheres";"50 a 54 anos";"2010";"Indígena";"Rural";"279"
"Pará";"Mulheres";"50 a 54 anos";"2010";"Sem declaração";"Urbana";"3"
"Pará";"Mulheres";"50 a 54 anos";"2010";"Sem declaração";"Rural";"-"
"Pará";"Mulheres";"55 a 59 anos";"2010";"Branca";"Urbana";"21494"
"Pará";"Mulheres";"55 a 59 anos";"2010";"Branca";"Rural";"5292"
"Pará";"Mulheres";"55 a 59 anos";"2010";"Preta";"Urbana";"6632"
"Pará";"Mulheres";"55 a 59 anos";"2010";"Preta";"Rural";"2560"
"Pará";"Mulheres";"55 a 59 anos";"2010";"Amarela";"Urbana";"782"
"Pará";"Mulheres";"55 a 59 anos";"2010";"Amarela";"Rural";"238"
"Pará";"Mulheres";"55 a 59 anos";"2010";"Parda";"Urbana";"55924"
"Pará";"Mulheres";"55 a 59 anos";"2010";"Parda";"Rural";"22331"
"Pará";"Mulheres";"55 a 59 anos";"2010";"Indígena";"Urbana";"254"
"Pará";"Mulheres";"55 a 59 anos";"2010";"Indígena";"Rural";"260"
"Pará";"Mulheres";"55 a 59 anos";"2010";"Sem declaração";"Urbana";"4"
"Pará";"Mulheres";"55 a 59 anos";"2010";"Sem declaração";"Rural";"-"
"Pará";"Mulheres";"60 a 69 anos";"2010";"Branca";"Urbana";"30544"
"Pará";"Mulheres";"60 a 69 anos";"2010";"Branca";"Rural";"7120"
"Pará";"Mulheres";"60 a 69 anos";"2010";"Preta";"Urbana";"8865"
"Pará";"Mulheres";"60 a 69 anos";"2010";"Preta";"Rural";"3419"
"Pará";"Mulheres";"60 a 69 anos";"2010";"Amarela";"Urbana";"1121"
"Pará";"Mulheres";"60 a 69 anos";"2010";"Amarela";"Rural";"318"
"Pará";"Mulheres";"60 a 69 anos";"2010";"Parda";"Urbana";"73360"
"Pará";"Mulheres";"60 a 69 anos";"2010";"Parda";"Rural";"28201"
"Pará";"Mulheres";"60 a 69 anos";"2010";"Indígena";"Urbana";"325"
"Pará";"Mulheres";"60 a 69 anos";"2010";"Indígena";"Rural";"450"
"Pará";"Mulheres";"60 a 69 anos";"2010";"Sem declaração";"Urbana";"2"
"Pará";"Mulheres";"60 a 69 anos";"2010";"Sem declaração";"Rural";"-"
"Pará";"Mulheres";"70 anos ou mais";"2010";"Branca";"Urbana";"29268"
"Pará";"Mulheres";"70 anos ou mais";"2010";"Branca";"Rural";"5270"
"Pará";"Mulheres";"70 anos ou mais";"2010";"Preta";"Urbana";"7121"
"Pará";"Mulheres";"70 anos ou mais";"2010";"Preta";"Rural";"2155"
"Pará";"Mulheres";"70 anos ou mais";"2010";"Amarela";"Urbana";"859"
"Pará";"Mulheres";"70 anos ou mais";"2010";"Amarela";"Rural";"240"
"Pará";"Mulheres";"70 anos ou mais";"2010";"Parda";"Urbana";"55495"
"Pará";"Mulheres";"70 anos ou mais";"2010";"Parda";"Rural";"19217"
"Pará";"Mulheres";"70 anos ou mais";"2010";"Indígena";"Urbana";"234"
"Pará";"Mulheres";"70 anos ou mais";"2010";"Indígena";"Rural";"278"
"Pará";"Mulheres";"70 anos ou mais";"2010";"Sem declaração";"Urbana";"6"
"Pará";"Mulheres";"70 anos ou mais";"2010";"Sem declaração";"Rural";"-"
"Amapá";"Homens";"0 a 4 anos";"2010";"Branca";"Urbana";"9220"
"Amapá";"Homens";"0 a 4 anos";"2010";"Branca";"Rural";"793"
"Amapá";"Homens";"0 a 4 anos";"2010";"Preta";"Urbana";"1790"
"Amapá";"Homens";"0 a 4 anos";"2010";"Preta";"Rural";"354"
"Amapá";"Homens";"0 a 4 anos";"2010";"Amarela";"Urbana";"263"
"Amapá";"Homens";"0 a 4 anos";"2010";"Amarela";"Rural";"60"
"Amapá";"Homens";"0 a 4 anos";"2010";"Parda";"Urbana";"19704"
"Amapá";"Homens";"0 a 4 anos";"2010";"Parda";"Rural";"2921"
"Amapá";"Homens";"0 a 4 anos";"2010";"Indígena";"Urbana";"47"
"Amapá";"Homens";"0 a 4 anos";"2010";"Indígena";"Rural";"502"
"Amapá";"Homens";"0 a 4 anos";"2010";"Sem declaração";"Urbana";"-"
"Amapá";"Homens";"0 a 4 anos";"2010";"Sem declaração";"Rural";"-"
"Amapá";"Homens";"5 a 9 anos";"2010";"Branca";"Urbana";"7435"
"Amapá";"Homens";"5 a 9 anos";"2010";"Branca";"Rural";"647"
"Amapá";"Homens";"5 a 9 anos";"2010";"Preta";"Urbana";"2363"
"Amapá";"Homens";"5 a 9 anos";"2010";"Preta";"Rural";"391"
"Amapá";"Homens";"5 a 9 anos";"2010";"Amarela";"Urbana";"257"
"Amapá";"Homens";"5 a 9 anos";"2010";"Amarela";"Rural";"60"
"Amapá";"Homens";"5 a 9 anos";"2010";"Parda";"Urbana";"22054"
"Amapá";"Homens";"5 a 9 anos";"2010";"Parda";"Rural";"3319"
"Amapá";"Homens";"5 a 9 anos";"2010";"Indígena";"Urbana";"47"
"Amapá";"Homens";"5 a 9 anos";"2010";"Indígena";"Rural";"494"
"Amapá";"Homens";"5 a 9 anos";"2010";"Sem declaração";"Urbana";"-"
"Amapá";"Homens";"5 a 9 anos";"2010";"Sem declaração";"Rural";"-"
"Amapá";"Homens";"10 a 14 anos";"2010";"Branca";"Urbana";"7683"
"Amapá";"Homens";"10 a 14 anos";"2010";"Branca";"Rural";"587"
"Amapá";"Homens";"10 a 14 anos";"2010";"Preta";"Urbana";"2869"
"Amapá";"Homens";"10 a 14 anos";"2010";"Preta";"Rural";"413"
"Amapá";"Homens";"10 a 14 anos";"2010";"Amarela";"Urbana";"257"
"Amapá";"Homens";"10 a 14 anos";"2010";"Amarela";"Rural";"41"
"Amapá";"Homens";"10 a 14 anos";"2010";"Parda";"Urbana";"24098"
"Amapá";"Homens";"10 a 14 anos";"2010";"Parda";"Rural";"3466"
"Amapá";"Homens";"10 a 14 anos";"2010";"Indígena";"Urbana";"74"
"Amapá";"Homens";"10 a 14 anos";"2010";"Indígena";"Rural";"442"
"Amapá";"Homens";"10 a 14 anos";"2010";"Sem declaração";"Urbana";"-"
"Amapá";"Homens";"10 a 14 anos";"2010";"Sem declaração";"Rural";"-"
"Amapá";"Homens";"15 a 19 anos";"2010";"Branca";"Urbana";"7555"
"Amapá";"Homens";"15 a 19 anos";"2010";"Branca";"Rural";"563"
"Amapá";"Homens";"15 a 19 anos";"2010";"Preta";"Urbana";"2959"
"Amapá";"Homens";"15 a 19 anos";"2010";"Preta";"Rural";"382"
"Amapá";"Homens";"15 a 19 anos";"2010";"Amarela";"Urbana";"303"
"Amapá";"Homens";"15 a 19 anos";"2010";"Amarela";"Rural";"53"
"Amapá";"Homens";"15 a 19 anos";"2010";"Parda";"Urbana";"21568"
"Amapá";"Homens";"15 a 19 anos";"2010";"Parda";"Rural";"2724"
"Amapá";"Homens";"15 a 19 anos";"2010";"Indígena";"Urbana";"87"
"Amapá";"Homens";"15 a 19 anos";"2010";"Indígena";"Rural";"349"
"Amapá";"Homens";"15 a 19 anos";"2010";"Sem declaração";"Urbana";"-"
"Amapá";"Homens";"15 a 19 anos";"2010";"Sem declaração";"Rural";"-"
"Amapá";"Homens";"20 a 24 anos";"2010";"Branca";"Urbana";"7508"
"Amapá";"Homens";"20 a 24 anos";"2010";"Branca";"Rural";"415"
"Amapá";"Homens";"20 a 24 anos";"2010";"Preta";"Urbana";"3040"
"Amapá";"Homens";"20 a 24 anos";"2010";"Preta";"Rural";"359"
"Amapá";"Homens";"20 a 24 anos";"2010";"Amarela";"Urbana";"322"
"Amapá";"Homens";"20 a 24 anos";"2010";"Amarela";"Rural";"32"
"Amapá";"Homens";"20 a 24 anos";"2010";"Parda";"Urbana";"19866"
"Amapá";"Homens";"20 a 24 anos";"2010";"Parda";"Rural";"2116"
"Amapá";"Homens";"20 a 24 anos";"2010";"Indígena";"Urbana";"84"
"Amapá";"Homens";"20 a 24 anos";"2010";"Indígena";"Rural";"304"
"Amapá";"Homens";"20 a 24 anos";"2010";"Sem declaração";"Urbana";"-"
"Amapá";"Homens";"20 a 24 anos";"2010";"Sem declaração";"Rural";"-"
"Amapá";"Homens";"25 a 29 anos";"2010";"Branca";"Urbana";"6839"
"Amapá";"Homens";"25 a 29 anos";"2010";"Branca";"Rural";"394"
"Amapá";"Homens";"25 a 29 anos";"2010";"Preta";"Urbana";"3123"
"Amapá";"Homens";"25 a 29 anos";"2010";"Preta";"Rural";"295"
"Amapá";"Homens";"25 a 29 anos";"2010";"Amarela";"Urbana";"262"
"Amapá";"Homens";"25 a 29 anos";"2010";"Amarela";"Rural";"34"
"Amapá";"Homens";"25 a 29 anos";"2010";"Parda";"Urbana";"18211"
"Amapá";"Homens";"25 a 29 anos";"2010";"Parda";"Rural";"1733"
"Amapá";"Homens";"25 a 29 anos";"2010";"Indígena";"Urbana";"53"
"Amapá";"Homens";"25 a 29 anos";"2010";"Indígena";"Rural";"227"
"Amapá";"Homens";"25 a 29 anos";"2010";"Sem declaração";"Urbana";"-"
"Amapá";"Homens";"25 a 29 anos";"2010";"Sem declaração";"Rural";"-"
"Amapá";"Homens";"30 a 34 anos";"2010";"Branca";"Urbana";"5685"
"Amapá";"Homens";"30 a 34 anos";"2010";"Branca";"Rural";"294"
"Amapá";"Homens";"30 a 34 anos";"2010";"Preta";"Urbana";"2759"
"Amapá";"Homens";"30 a 34 anos";"2010";"Preta";"Rural";"301"
"Amapá";"Homens";"30 a 34 anos";"2010";"Amarela";"Urbana";"258"
"Amapá";"Homens";"30 a 34 anos";"2010";"Amarela";"Rural";"22"
"Amapá";"Homens";"30 a 34 anos";"2010";"Parda";"Urbana";"15956"
"Amapá";"Homens";"30 a 34 anos";"2010";"Parda";"Rural";"1553"
"Amapá";"Homens";"30 a 34 anos";"2010";"Indígena";"Urbana";"43"
"Amapá";"Homens";"30 a 34 anos";"2010";"Indígena";"Rural";"195"
"Amapá";"Homens";"30 a 34 anos";"2010";"Sem declaração";"Urbana";"-"
"Amapá";"Homens";"30 a 34 anos";"2010";"Sem declaração";"Rural";"2"
"Amapá";"Homens";"35 a 39 anos";"2010";"Branca";"Urbana";"4915"
"Amapá";"Homens";"35 a 39 anos";"2010";"Branca";"Rural";"262"
"Amapá";"Homens";"35 a 39 anos";"2010";"Preta";"Urbana";"2331"
"Amapá";"Homens";"35 a 39 anos";"2010";"Preta";"Rural";"251"
"Amapá";"Homens";"35 a 39 anos";"2010";"Amarela";"Urbana";"181"
"Amapá";"Homens";"35 a 39 anos";"2010";"Amarela";"Rural";"23"
"Amapá";"Homens";"35 a 39 anos";"2010";"Parda";"Urbana";"13610"
"Amapá";"Homens";"35 a 39 anos";"2010";"Parda";"Rural";"1438"
"Amapá";"Homens";"35 a 39 anos";"2010";"Indígena";"Urbana";"52"
"Amapá";"Homens";"35 a 39 anos";"2010";"Indígena";"Rural";"151"
